First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Annabella,Wright,Female,30,016-8329-71,Graduation,Teaching faculty,Single,5,Mumbai,OBC,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
Lydia,Williams,Female,38,066-4460-39,Senior Secondary,Teaching faculty,Single,1,Bangalore,SC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
Adrianna,Martin,Female,38,032-8000-51,Illiterate,Doctor,Single,0,Chennai,SC,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1
Briony,Myers,Female,38,000-7207-53,Post graduation,Data Analyst,Married,2,Delhi,Prefer Not to say,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1
Justin,Riley,Male,35,832-4523-36,Primary,Production Engineer,Married,4,Mumbai,SC,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
Luke,Hunt,Male,35,827-9947-48,Secondary,Accountant,Married,3,Kochi,OBC,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
Tiana,Foster,Female,33,084-3594-55,Secondary,Software Developer,Single,5,Chennai,SC,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0
Jenna,Kelly,Female,31,384-0815-85,Post graduation,Mechanic,Single,4,Hyderabad,OBC,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1
Blake,Smith,Male,31,418-7813-33,Senior Secondary,Architect,Married,4,Mumbai,OBC,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
Edward,Farrell,Male,33,845-3023-58,Secondary,Lawyer,Single,3,Delhi,SC,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0
Madaline,Ross,Female,32,989-2027-15,Graduation,Clerk,Married,5,Raipur,OBC,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
Eleanor,Craig,Female,37,345-3308-36,Graduation,Architect,Single,0,Patna,Prefer Not to say,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0
Blake,Craig,Male,34,275-3621-34,Illiterate,Lawyer,Single,0,Chennai,Prefer Not to say,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1
Dexter,Murray,Male,34,129-1928-80,Graduation,Architect,Married,4,Lucknow,NT/DNT,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1
Fiona,Campbell,Female,30,047-9916-04,Illiterate,Civil Engineer,Single,4,Hyderabad,SC,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0
Martin,Turner,Male,34,694-0052-33,Senior Secondary,Accountant,Single,3,Kochi,Prefer Not to say,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1
Chloe,Alexander,Female,38,775-5431-02,Secondary,Mechanic,Single,0,Chennai,NT/DNT,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0
Olivia,Moore,Female,40,288-2084-66,Secondary,Lawyer,Single,2,Hyderabad,OBC,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
William,Walker,Male,31,579-2588-23,Post graduation,Architect,Single,5,Hyderabad,Prefer Not to say,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
Olivia,Payne,Female,40,456-2950-84,Senior Secondary,Doctor,Single,3,Kolkata,Prefer Not to say,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Maya,Clark,Female,36,672-3312-72,Graduation,Production Engineer,Married,2,Chennai,General,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1
Martin,Fowler,Male,36,658-6104-65,Illiterate,Clerk,Single,5,Raipur,General,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
Mike,Thompson,Male,31,864-0137-27,Illiterate,Teaching faculty,Single,3,Kolkata,OBC,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
Ada,Warren,Female,34,219-7412-97,Post graduation,Plumber,Single,2,Delhi,NT/DNT,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
Sarah,Carroll,Female,40,945-8309-16,Primary,Clerk,Married,4,Kochi,SC,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
Gianna,Mitchell,Female,36,338-9972-74,Senior Secondary,Accountant,Married,0,Mumbai,SC,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
Brianna,Myers,Female,32,264-5270-79,Illiterate,Production Engineer,Single,1,Hyderabad,ST,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
Violet,Ellis,Female,33,130-9073-33,Post graduation,Software Developer,Married,4,Raipur,ST,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1
Briony,Bennett,Female,38,361-0175-61,Post graduation,Police,Married,4,Chennai,General,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0
Ashton,Kelly,Male,32,488-9111-17,Senior Secondary,Data Analyst,Single,0,Kolkata,General,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0
Jared,Russell,Male,39,086-3266-13,Primary,Mechanic,Married,4,Kolkata,SC,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
Owen,Ryan,Male,39,232-4985-21,Senior Secondary,Architect,Married,2,Raipur,SC,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0
Adrian,Owens,Male,31,520-6891-68,Graduation,Plumber,Single,5,Kochi,OBC,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
William,Stevens,Male,34,252-7245-74,Senior Secondary,Doctor,Single,3,Kochi,General,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1
Jacob,Nelson,Male,35,577-9932-48,Secondary,Plumber,Single,5,Chennai,NT/DNT,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
Daisy,Casey,Female,33,219-6431-34,Primary,Plumber,Married,2,Bangalore,Prefer Not to say,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
Evelyn,Chapman,Female,32,295-3763-81,Senior Secondary,Accountant,Single,5,Mumbai,NT/DNT,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0
Madaline,Johnston,Female,34,301-1689-94,Senior Secondary,Lawyer,Married,5,Raipur,OBC,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
Lucy,Evans,Female,32,528-1781-39,Graduation,Software Developer,Single,4,Raipur,SC,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
Vincent,Warren,Male,31,875-0782-96,Primary,Business,Single,0,Bangalore,OBC,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Adrian,Spencer,Male,38,143-1734-15,Illiterate,Architect,Married,1,Hyderabad,NT/DNT,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1
Eleanor,Wells,Female,34,235-5491-14,Post graduation,Production Engineer,Married,3,Hyderabad,General,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
Ned,Fowler,Male,40,972-2329-18,Primary,Software Developer,Married,5,Chennai,NT/DNT,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
Jack,Hunt,Male,33,961-7963-39,Graduation,Mechanic,Single,1,Delhi,ST,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
Sarah,Roberts,Female,37,308-9378-22,Senior Secondary,Pharmacist,Single,4,Mumbai,ST,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
Olivia,Barnes,Female,35,009-2026-25,Secondary,Production Engineer,Married,3,Bangalore,ST,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1
Eleanor,Jones,Female,30,336-0409-58,Primary,Teaching faculty,Married,1,Lucknow,General,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
James,Wells,Male,35,560-4577-85,Primary,Lawyer,Married,4,Patna,ST,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
Carlos,Sullivan,Male,32,150-1948-51,Secondary,Data Analyst,Married,0,Hyderabad,Prefer Not to say,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1
Kevin,Kelly,Male,36,660-0076-74,Secondary,Lawyer,Single,1,Mumbai,NT/DNT,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
Emily,West,Female,35,656-3979-55,Primary,Accountant,Married,4,Raipur,ST,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Dale,Brown,Male,34,828-6398-04,Graduation,Mechanic,Single,4,Delhi,SC,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
Aldus,Ryan,Male,34,103-0167-40,Primary,Clerk,Single,0,Kolkata,NT/DNT,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0
Edwin,Owens,Male,30,871-0621-84,Secondary,Pharmacist,Single,5,Kochi,OBC,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1
Valeria,Reed,Female,36,217-0322-64,Graduation,Lawyer,Married,1,Patna,OBC,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0
Brad,Stewart,Male,30,528-0324-39,Graduation,Production Engineer,Married,3,Patna,General,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
Daryl,Mitchell,Male,31,163-7430-75,Secondary,Mechanic,Single,0,Delhi,General,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0
Alexander,Elliott,Male,33,984-5476-83,Secondary,Plumber,Married,3,Kolkata,NT/DNT,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
Roman,Russell,Male,38,151-0993-68,Graduation,Lawyer,Married,1,Lucknow,NT/DNT,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Jasmine,Hunt,Female,39,905-8439-17,Graduation,Teaching faculty,Single,5,Delhi,Prefer Not to say,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
Miley,Murray,Female,31,035-6371-05,Graduation,Plumber,Single,5,Mumbai,General,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
Oliver,Foster,Male,34,218-6759-67,Primary,Police,Single,0,Hyderabad,NT/DNT,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
Lucia,Stewart,Female,40,917-8388-05,Secondary,Police,Married,0,Kochi,ST,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Wilson,Harris,Male,32,335-0501-07,Senior Secondary,Business,Married,0,Delhi,General,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Lucy,Martin,Female,31,818-5888-92,Graduation,Software Developer,Married,2,Raipur,NT/DNT,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
Connie,Brooks,Female,30,573-9585-46,Illiterate,Clerk,Single,5,Raipur,NT/DNT,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0
Jessica,Cooper,Female,34,272-8064-96,Post graduation,Pharmacist,Married,0,Delhi,ST,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0
Mike,Williams,Male,32,997-0849-03,Senior Secondary,Software Developer,Single,4,Chennai,General,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1
Alan,West,Male,34,168-1536-45,Primary,Architect,Married,4,Kolkata,Prefer Not to say,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
Eleanor,Elliott,Female,36,212-7959-60,Secondary,Mechanic,Single,3,Delhi,NT/DNT,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
Florrie,Henderson,Female,36,882-3559-15,Senior Secondary,Clerk,Married,3,Mumbai,ST,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Alexia,Lloyd,Female,40,168-1806-58,Graduation,Software Developer,Married,2,Kolkata,OBC,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
Alfred,Carter,Male,40,700-5886-92,Illiterate,Accountant,Single,2,Lucknow,OBC,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
Sawyer,Russell,Male,40,798-7319-06,Illiterate,Software Developer,Single,5,Kolkata,General,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
Brooke,Howard,Female,32,140-5934-27,Primary,Production Engineer,Single,5,Mumbai,General,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Deanna,Spencer,Female,35,349-4983-79,Senior Secondary,Architect,Single,3,Chennai,Prefer Not to say,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
Brooke,Johnston,Female,40,615-5801-62,Graduation,Software Developer,Married,3,Mumbai,General,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
Kellan,Morris,Male,38,103-4748-51,Senior Secondary,Software Developer,Married,0,Mumbai,OBC,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
Penelope,Evans,Female,37,441-1855-77,Primary,Pharmacist,Single,3,Kolkata,SC,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1
Valeria,Edwards,Female,37,922-5343-27,Secondary,Teaching faculty,Single,4,Mumbai,Prefer Not to say,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
Abraham,Taylor,Male,39,899-9142-38,Secondary,Teaching faculty,Single,2,Hyderabad,OBC,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
Jared,Johnson,Male,40,671-1436-61,Primary,Data Analyst,Single,5,Mumbai,NT/DNT,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
Victor,Murphy,Male,35,095-9259-64,Secondary,Accountant,Married,1,Patna,ST,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1
Adelaide,Moore,Female,30,799-6981-72,Primary,Lawyer,Single,1,Chennai,NT/DNT,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
Connie,Jones,Female,36,737-2174-36,Post graduation,Teaching faculty,Single,5,Hyderabad,NT/DNT,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
Lucy,Crawford,Female,38,512-4246-38,Primary,Architect,Married,4,Chennai,SC,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
Annabella,Murray,Female,34,927-8951-59,Post graduation,Mechanic,Married,1,Mumbai,ST,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
Daniel,Walker,Male,34,629-6588-84,Primary,Doctor,Single,5,Kolkata,ST,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
Myra,Howard,Female,33,378-1697-39,Illiterate,Software Developer,Married,4,Delhi,Prefer Not to say,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Daisy,Kelley,Female,32,501-3836-74,Graduation,Civil Engineer,Married,4,Hyderabad,General,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
Melissa,Mitchell,Female,39,892-7547-00,Illiterate,Mechanic,Single,3,Kolkata,ST,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
Rafael,Harris,Male,36,766-6334-38,Illiterate,Teaching faculty,Single,1,Chennai,General,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0
Alfred,Moore,Male,38,699-1367-82,Senior Secondary,Architect,Single,3,Hyderabad,General,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
Connie,Taylor,Female,30,052-0532-35,Senior Secondary,Accountant,Single,2,Chennai,SC,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1
Elise,Cunningham,Female,34,426-6010-70,Illiterate,Police,Single,3,Chennai,SC,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1
George,Ross,Male,35,085-5807-68,Primary,Data Analyst,Single,0,Lucknow,Prefer Not to say,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
Carina,Spencer,Female,30,471-9714-32,Secondary,Doctor,Married,1,Lucknow,General,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0
Aida,Wells,Female,33,034-9630-80,Senior Secondary,Pharmacist,Single,2,Mumbai,OBC,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1
Henry,Gibson,Male,31,278-8455-93,Illiterate,Production Engineer,Single,2,Raipur,OBC,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
Alfred,Kelley,Male,36,524-2929-55,Graduation,Architect,Married,5,Lucknow,NT/DNT,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
Roman,Payne,Male,35,776-3410-48,Graduation,Clerk,Single,0,Kochi,SC,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
Daryl,Brooks,Male,32,568-5987-65,Secondary,Production Engineer,Single,1,Bangalore,OBC,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
Jared,Roberts,Male,33,809-5080-20,Graduation,Police,Married,0,Bangalore,SC,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
James,Clark,Male,37,382-1357-67,Secondary,Doctor,Single,2,Bangalore,General,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
Albert,Thompson,Male,34,223-1023-70,Illiterate,Accountant,Married,2,Raipur,NT/DNT,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0
Amanda,Robinson,Female,32,391-5230-70,Secondary,Police,Single,4,Patna,Prefer Not to say,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
Oscar,Johnson,Male,37,136-3080-37,Primary,Business,Single,3,Chennai,General,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
Aston,Jones,Male,38,092-1182-04,Post graduation,Software Developer,Married,5,Kochi,Prefer Not to say,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
Alexia,Crawford,Female,39,092-6702-51,Post graduation,Clerk,Married,2,Kolkata,SC,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
Charlie,Bennett,Male,37,972-7979-82,Post graduation,Architect,Single,2,Chennai,SC,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
Adrianna,Holmes,Female,35,636-5006-13,Illiterate,Police,Married,3,Hyderabad,Prefer Not to say,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
Kimberly,Cooper,Female,30,934-4932-40,Senior Secondary,Pharmacist,Married,1,Bangalore,OBC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
Kelsey,Ross,Female,35,538-9116-70,Graduation,Data Analyst,Married,3,Hyderabad,NT/DNT,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0
George,Phillips,Male,40,748-2447-81,Secondary,Software Developer,Single,1,Delhi,ST,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Sophia,Ryan,Female,37,715-9795-86,Illiterate,Software Developer,Single,4,Patna,General,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1
Melanie,Chapman,Female,35,328-5163-77,Secondary,Pharmacist,Married,3,Hyderabad,NT/DNT,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
Isabella,Roberts,Female,33,702-3282-67,Primary,Teaching faculty,Single,5,Delhi,General,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
Honey,Smith,Female,30,617-2018-42,Senior Secondary,Software Developer,Single,5,Patna,NT/DNT,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1
Jasmine,Elliott,Female,36,209-2027-77,Secondary,Doctor,Single,3,Raipur,NT/DNT,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Amy,Grant,Female,33,016-7352-08,Illiterate,Business,Married,3,Kolkata,General,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
Rebecca,Cunningham,Female,30,033-8562-09,Secondary,Police,Single,3,Hyderabad,Prefer Not to say,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
Melanie,Wilson,Female,35,557-3336-87,Graduation,Accountant,Single,5,Kochi,SC,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
Aldus,Kelly,Male,35,747-3554-44,Graduation,Production Engineer,Married,3,Chennai,NT/DNT,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1
Aiden,Myers,Male,35,575-3362-98,Secondary,Production Engineer,Married,4,Hyderabad,General,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
Belinda,Bennett,Female,38,884-4103-26,Illiterate,Doctor,Married,0,Hyderabad,Prefer Not to say,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
Chloe,Harrison,Female,36,680-8774-76,Primary,Business,Married,3,Patna,Prefer Not to say,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1
